analysisItem,ykiho,yadmNm,clCd,clCdNm,sidoCdNm,sgguCdNm,npayCd,npayKorNm,npayDtlDivCd,npayDtlDivCdNm,adtFrDd,adtEndDd,minPrc,maxPrc
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울석병원,21,병원,서울,송파구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,90000,180000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,서울세계로병원,21,병원,서울,송파구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,170000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,서울송도병원,21,병원,서울,중구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,30000,60000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,서울숭인병원,21,병원,서울,종로구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,서울연세병원,21,병원,서울,마포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,60000,140000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,서울원병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,140000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,서울유병원,21,병원,서울,강북구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,서울재활병원,21,병원,서울,은평구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,45000,68000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,서울정병원,21,병원,서울,중랑구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20251029,99991231,60000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,서울척병원,21,병원,서울,성북구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,160000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,서울큰나무병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,10000,200000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,서울특별시서북병원,21,병원,서울,은평구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250915,99991231,40480,40480
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,서울프라임병원,21,병원,서울,광진구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,50000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,서울필병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,서재곤링커병원,21,병원,서울,송파구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,30000,250000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,선수촌병원,21,병원,서울,송파구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,60000,180000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,선한목자병원,21,병원,서울,강남구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20251117,99991231,100000,200000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,세바른병원,21,병원,서울,서초구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,200000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,세솟는정형외과병원,21,병원,서울,마포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,40000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,솔병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,90000,180000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDQjJDgz,송파드림재활병원,21,병원,서울,송파구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,110000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,신세계서울병원,21,병원,서울,영등포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,80000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,신일병원,21,병원,서울,강북구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,22000,22000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,신촌연세병원,21,병원,서울,마포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,70000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,심정병원,21,병원,서울,관악구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,60000,140000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,아름제일병원,21,병원,서울,구로구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20260107,99991231,80000,240000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,아카시아병원,21,병원,서울,금천구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,어울림병원,21,병원,서울,영등포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,90000,160000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,에스앤유서울병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,130000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,연세건우병원,21,병원,서울,관악구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,40000,170000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,연세무척나은병원,21,병원,서울,광진구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,90000,180000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,연세바로척병원,21,병원,서울,성동구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,120000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,연세바른병원,21,병원,서울,동작구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjODEjJDEjJDIjJDgz,연세사랑병원,21,병원,서울,서초구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,170000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,연세산돌병원,21,병원,서울,중랑구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,40000,190000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz,연세우리병원,21,병원,서울,송파구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,220000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,연세한강병원,21,병원,서울,마포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,110000,180000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,예스병원,21,병원,서울,구로구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,300000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,올바로병원,21,병원,서울,서초구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,60000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,올바른서울병원,21,병원,서울,강동구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,올센병원,21,병원,서울,마포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,원탑병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,웰튼병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,60000,120000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,위비앙병원,21,병원,서울,마포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,은평연세병원,21,병원,서울,은평구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 상원의료재단 강북힘찬병원,21,병원,서울,도봉구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,240000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,의료법인 서울효천의료재단 에이치플러스재활자립병원,21,병원,서울,구로구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250910,99991231,55000,55000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 성누가의료재단 성누가병원,21,병원,서울,은평구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 우신향병원,21,병원,서울,성북구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,200000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인 인봉의료재단 영등포병원,21,병원,서울,영등포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,70000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 청해의료재단 제일병원,21,병원,서울,서초구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,50000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 춘혜의료재단 명지춘혜재활병원,21,병원,서울,영등포구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인한국의료재단프라임병원,21,병원,서울,중랑구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,25000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,정동병원,21,병원,서울,동작구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,130000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,제니스병원,21,병원,서울,광진구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,제일정형외과병원,21,병원,서울,강남구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20251031,99991231,50000,200000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,조앤조병원,21,병원,서울,중랑구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,조은마디병원,21,병원,서울,강동구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,200000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,조인트힐병원,21,병원,서울,관악구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20251110,99991231,35000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,참바로병원,21,병원,서울,중구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20251117,99991231,80000,150000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,참튼튼병원,21,병원,서울,동대문구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,80000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz,참튼튼병원,21,병원,서울,구로구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,60000,90000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,참포도나무병원,21,병원,서울,서초구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,140000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,척바른병원,21,병원,서울,서초구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,160000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,척편한병원,21,병원,서울,관악구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,70000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,청담병원,21,병원,서울,강남구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20260109,99991231,55000,130000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,청담해리슨병원,21,병원,서울,강남구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,160000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,청병원,21,병원,서울,강동구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,130000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,최원호병원,21,병원,서울,은평구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,60000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,코리아병원,21,병원,서울,동대문구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,트리니티병원,21,병원,서울,강남구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,15000,30000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,튼튼병원,21,병원,서울,강남구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,80000,80000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,팔팔병원,21,병원,서울,중랑구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,70000,70000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,포그니병원,21,병원,서울,구로구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,핑크힐병원,21,병원,서울,강서구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,100000,100000
체외충격파치료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,하늘병원,21,병원,서울,동대문구,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],1091B020,체외충격파치료[근골격계질환],20250903,99991231,50000,75000
